FundingOrgName,Department,Title,StartDate,EndDate,Status,GTRProjectUrl,FundingAmount
BBSRC,School of Biological Sciences,The evolutionary emergence of multidrug resistant bacterial pathogens,01/06/2020,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=BB/R006253/2,117219.0
ESRC,Law,"Health Governance after Brexit: Law, Language and Legitimacy",01/02/2019,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=ES/S00730X/1,556602.0
MRC,MRC Centre for Inflammation Research,MicroRNAs Predict and Regulate Heme Oxygenase-1 Expression,01/08/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=MR/S001743/1,172354.0
BBSRC,MRC Laboratory of Molecular Cell Biology,The causes and consequences of cell division asymmetries,01/02/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=BB/R009732/1,432396.0
ESRC,Psychology,Cross-Cultural Connections for Users of Existing Longitudinal Cohort Studies,29/01/2019,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=ES/S013229/1,47949.0
AHRC,Engineering Science,Linked.Art: Networking Digital Collections and Scholarship,01/02/2019,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=AH/S012419/1,48352.0
ESRC,Aston Business School,Pathways towards Servitization: A trans-national study of Organisational Transformation,01/02/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=ES/P010148/1,205262.0
NERC,School of Geosciences,"Connect4 water resilience: connecting water resources, communities, drought and flood hazards, and governance across 4 countries in the Limpopo basin",01/11/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=NE/S005943/1,252352.0
NERC,Scottish Assoc for Marine Science UHI,Where's my dinner? Do Arctic benthic communities show preferential food uptake?,01/08/2017,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=1971604,0.0
EPSRC,School of Physics and Astronomy,Novel sources for quantum entanglement,01/02/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=2380045,0.0
EPSRC,Civil Engineering and Industrial Design,Newton Fund: Applying nature-based coastal defence to the world's largest urban area - from science to practice,01/02/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=EP/R024553/1,111626.0
AHRC,Ctr for Dance Research,Experience together: a live visceral sense of dance performance across the internet,01/08/2020,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=AH/V002279/1,24057.0
BBSRC,School of Food Science and Nutrition,UK-China Agritech Challenge- CITRUSAFE,01/02/2019,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=BB/S020950/1,422328.0
ESRC,Psychology,Investigating semantic networks used for music and language Processing: Is a cross-domain transfer of skills possible?,27/09/2017,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=1930942,0.0
EPSRC,Earth Science and Engineering,Hydrogen and Fuel Cells Hub Extension (H2FC SUPERGEN),01/05/2017,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=EP/P024807/1,3173250.0
NERC,Geography,Physical and biological dynamic coastal processes and their role in coastal recovery (BLUE-coast),01/05/2016,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=NE/N015878/1,238564.0
ESRC,Linguistics,Investigating the diffusion of morphosyntactic innovations using social media,30/08/2017,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=ES/P00752X/1,373465.0
ESRC,Institute of Health Informatics,Preserving Antibiotics through Safe Stewardship: PASS,01/08/2017,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=ES/P008321/1,1627525.0
BBSRC,Institute of Integrative Biology,"Organisation, dynamics and biogenesis of a photosynthetic membrane",01/02/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=BB/R003890/1,481703.0
ESRC,Psychology,Speech Perception under Cognitive Load,01/06/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=ES/R004722/1,284480.0
ESRC,Sch of Social Sciences,Hate Crime After Brexit: Linking Terrestrial and New Forms of Data to Inform Governance,01/02/2019,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=ES/S006168/1,202432.0
AHRC,Cardiff School of Planning and Geography,Challenges and Risks Faced by Indigenous Peoples in Today's Brazil: Unpacking Vulnerability and Multiple Reactions,01/02/2020,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=AH/T008644/1,101965.0
EPSRC,Pathology,LCVD: Low-cost Cell-extract Viral Diagnostics,01/02/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=EP/R014000/1,1541002.0
EPSRC,Physics,Advanced Fibre-Integrated Single-Photon Sources for Quantum Technologies,01/10/2017,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=1947876,0.0
EPSRC,Dept of Bioengineering,Low cost through knee prostheses. TaKeuP,01/02/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=EP/R014248/1,888571.0
EPSRC,Physics,NAQUAS: Non-equilibrium dynamics in Atomic systems for QUAntum Simulation.,01/02/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=EP/R043396/1,214589.0
NERC,School of Ocean and Earth Science,"IODP Expedition 362 Sumatra Seismogenesis, Co-Chief activities and deformation structures of the subducting oceanic plate",01/08/2016,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=NE/P012817/1,129117.0
EPSRC,Chemical and Process Engineering,Chemical control of function beyond the unit cell for new electroceramic materials,01/02/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=EP/R010293/1,437527.0
AHRC,Contemporary Art Practice,"Richard Demarco, the Italian Connection | Exchanges between Scotland and Italy through Richard Demarco in the European context",01/03/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=AH/R005206/1,215601.0
MRC,"College of Medical, Veterinary &Life Sci",The ACKR2-CCR2 axis in development and disease.,01/08/2015,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=MR/M019764/1,1624726.0
NC3Rs,Sch of Natural Sciences & Env Sciences,Identifying more clinically effective analgesic regimens and potential strain differences in pain perception in mice using a novel Operant Pain Assay,01/02/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=NC/R00112X/1,298814.0
NERC,Coasts,Physical and biological dynamic coastal processes and their role in coastal recovery (BLUE-coast),01/05/2016,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=NE/N015568/1,120437.0
EPSRC,Informatics,"Detecting and Monitoring Stroke in China Using a Low-Cost, Portable Microwave Scanner (DeMoStroke)",01/02/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=EP/R013918/1,834159.0
EPSRC,Civil and Environmental Engineering,This project will hunt for aquatic bladder carcinogens by chlorinating authentic and simulated drinking water samples under controlled laboratory cond,01/10/2017,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=1944033,0.0
EPSRC,Business and Management,REBUILD - REgenerative BUILDings and products for a circular economy,25/10/2017,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=EP/P008917/2,921629.0
NERC,Contracts Office,Aquaculture Directed Knowledge Exchange Fellowship,23/12/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=NE/P005349/2,103936.0
EPSRC,Materials Science & Metallurgy,Time-resolved cathodoluminescence scanning electron microscope,01/02/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=EP/R025193/1,2808154.0
NERC,School of Earth and Environment,Quantifying the variability and migration of active normal faulting during the Late Pleistocene-Holocene using 36Cl cosmogenic nuclide techniques,01/02/2016,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=NE/M019020/1,533101.0
EPSRC,Vision Speech and Signal Proc CVSSP,Proton radiotherapy Imaging Reconstruction,25/09/2017,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=1947707,0.0
EPSRC,Mechanical Aerospace and Civil Eng,Generalised high-order Eulerian Smoothed Particle Hydrodynamics for internal flows applied to flow-induced vibration and nuclear tube banks,01/11/2017,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=EP/R005729/1,691207.0
STFC,Physics and Astronomy,Molecular shocks in the intersellar medium,01/08/2017,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=2377997,0.0
MRC,Centre for Discovery Brain Sciences,Remodelling of corticotroph excitability in chronic stress: an integrated physiological and modelling analysis,01/02/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=MR/R010668/1,429844.0
NERC,Inst of Biological and Environmental Sci,ADVENT (ADdressing Valuation of Energy and Nature Together),30/06/2015,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=NE/M019691/1,182320.0
EPSRC,MRC Centre for Regenerative Medicine,MechAscan - A novel on line mechanical assessment tool for manufacturing engineered tissues in regenerative medicine and drug discovery.,01/02/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=EP/P031250/1,313772.0
AHRC,Social and Policy Sciences,Elephant conservation and indigenous experiences in Cambodia: Shaping environmental awareness through participatory filmmaking with young people,01/02/2020,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=AH/T007923/1,92933.0
AHRC,War Studies,"ART AND RECONCILIATION - THE PCRC AND ASBO MAGAZINE: SUSTAINING VISUAL PEACEBUILDING, EMPOWERING YOUTH, AND EMBEDDING IMPACT",01/02/2020,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=AH/T007966/1,85133.0
ESRC,Social Sciences,Curious Connections: The Impact of Donating Egg and Sperm on Donors' Everyday Life and Relationships,01/01/2017,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=ES/N014154/1,374587.0
AHRC,School of Arts,Transtraditional Istanbul,01/05/2020,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=AH/V004131/1,34319.0
MRC,Genetics and Molecular Medicine,Investigating the Genetic Architecture of Orofacial Granulomatosis (OFG).,01/10/2016,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=1820777,0.0
ESRC,Education,Does human spaceflight affect the perception and uptake of STEM subjects?,01/02/2015,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=ES/M011879/1,415801.0
EPSRC,Kent Sch of Architecture,Urban Albedo Computation in High Latitude Locations: An Experimental Approach,01/08/2017,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=EP/P025145/1,328569.0
MRC,Haematology,Elucidation of cellular and molecular mechanisms of lymphoma induction and evolution to identify therapeutic targets,01/02/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=MR/R009708/1,755909.0
MRC,Forensic and Neurodevelopmental Science,JPND The locus coeruleus: at the crossroad of dementia syndromes,01/02/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=MR/R024901/1,378233.0
MRC,Craniofacial Dev and Stem Cell Biology,Epigenetic mechanisms underlying hearing impairment,01/02/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=MR/R004625/1,567926.0
EPSRC,Interface Analysis Centre,ASPIRE: Advanced Self-Powered sensor units in Intense Radiation Environments,01/02/2017,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=EP/P017436/1,874923.0
ESRC,Experimental Psychology,Measuring awareness in implicit cognition research: Developing research methods for the next decade.,01/02/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=ES/P009522/1,389349.0
NERC,Climate & Landscape Change,Physical and biological dynamic coastal processes and their role in coastal recovery (BLUE-coast),01/05/2016,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=NE/N015649/1,454539.0
EPSRC,Oxford Physics,Scaling Up quantum computation with Molecular spins,01/02/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=EP/R043701/1,65018.0
ESRC,Sch of Social and Political Science,"&quot;Do you take sugar?&quot; Value, consumption, and sugar politics in Scotland",01/01/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=1904676,0.0
MRC,School of Biological Sciences,Interpretation of genomic sequencing for inherited ophthalmic disease: an integrated approach,01/10/2016,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=1790437,0.0
ESRC,Sch of Geography,Development and application of statistical methods for addressing the heterogeneity of data collection intervals common in longitudinal datasets,01/10/2017,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=1943044,0.0
MRC,Sch of Life Sciences,How do Smc5/6 interactions with DNA coordinate replication and recombination?,01/08/2017,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=MR/P018955/1,831971.0
NERC,Sch of Geography & Environmental Sci,Physical and biological dynamic coastal processes and their role in coastal recovery (BLUE-coast),01/12/2016,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=NE/N015665/2,46902.0
EPSRC,Materials Science and Engineering,SEE MORE: SECONDARY ELECTRON EMISSION - MICROSCOPY FOR ORGANICS WITH RELIABLE ENGINEERING-PROPERTIES,01/02/2016,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=EP/N008065/1,1004315.0
EPSRC,Dept of Aeronautics,Beyond structural; multifunctional composites that store electrical energy,01/02/2017,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=EP/P007465/1,836406.0
NERC,Sch of Geography,Addressing Valuation of Energy and Nature Together (ADVENT),30/06/2015,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=NE/M019705/1,276124.0
EPSRC,Faculty of Environment and Technology,Computing with Liquid Marbles,01/06/2017,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=EP/P016677/1,727810.0
EPSRC,Faculty of Science,Silicon Photonics for Quantum Fibre Networks,01/02/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=EP/R043841/1,284327.0
ESRC,Economics,The Distributional Effects of Prices,01/02/2019,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=ES/S005862/1,242922.0
MRC,Physiology and Pharmacology,Relationship between early and late events in the cardiac cycle as control points for therapeutic intervention,01/02/2016,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=MR/N002903/1,1464637.0
EPSRC,Dept of Physics,Optimal control of driven quantum many-body systems,01/10/2016,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=1801549,0.0
STFC,Earth Sciences,STFC NHM 2015 DTP,01/02/2016,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=ST/N50418X/1,158510.0
ESRC,Criminology Centre,"&quot;Deportation, regardless of justice: An examination of the experiences and effects of the 'deport first, appeal later' policy on foreign national pris",01/10/2017,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=1925536,0.0
STFC,School of Medicine,Molecular basis of muscle alteration in response to spaceflight,01/02/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=2116193,0.0
MRC,MRC Human Genetics Unit,Vast-scale linear mixed modelling genetic discovery approaches for genome- and exome-wide association analyses to enable therapeutic target validation,01/02/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=MR/R025851/1,299616.0
EPSRC,Chemical Engineering,"Complex ORAL health products (CORAL): Characterisation, modelling and manufacturing challenges",01/09/2016,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=EP/N024915/1,1945934.0
EPSRC,Materials,Study of Nucleation and Solidification of Sn-based Lead-Free Solders,01/10/2016,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=1857803,0.0
EPSRC,Electrical and Electronic Engineering,Integrated 'on-chip' optical coherence tomography (OCT) system for point of care imaging diagnostics,01/02/2018,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=EP/R014418/1,1260415.0
EPSRC,Computer Laboratory,A spatio-chromatic colour appearance model for retargeting high dynamic range image appearance across viewing conditions,01/02/2017,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=EP/P007902/1,322344.0
BBSRC,Food and Nutritional Sciences,HDHL Biomarkers: Fatty Acid Metabolism - Interlinking Diet with Cardiometabolic Health (FAME),01/08/2017,31/01/2021,Active,https://gtr.ukri.org:443/projects?ref=BB/P028217/1,124798.0
